Statistical profiling result from isolate-0x103000000-v8.log, (4126 ticks, 516 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *_receiveMessage /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/src/index.js:45:19
      1    0.0%    0.0%  LazyCompile: *_onFinish /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/stream.js:337:48
      1    0.0%    0.0%  LazyCompile: *_handleHeaders /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/connection.js:425:62
      1    0.0%    0.0%  LazyCompile: *_handleFrame /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/connection.js:268:58
      1    0.0%    0.0%  LazyCompile: *_frame /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/spdy/framer.js:108:42
      1    0.0%    0.0%  LazyCompile: *_consume /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/base/parser.js:41:46
      1    0.0%    0.0%  LazyCompile: *_asyncMap /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/async/internal/map.js:14:19
      1    0.0%    0.0%  LazyCompile: *__dirname.get /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/src/decision/peer-request-queue.js:23:28
      1    0.0%    0.0%  LazyCompile: *WritableState.onwrite _stream_writable.js:89:26
      1    0.0%    0.0%  LazyCompile: *WritableState.onwrite /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/readable-stream/lib/_stream_writable.js:125:27
      1    0.0%    0.0%  LazyCompile: *Writable.write _stream_writable.js:226:36
      1    0.0%    0.0%  LazyCompile: *Writable.write /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/readable-stream/lib/_stream_writable.js:259:37
      1    0.0%    0.0%  LazyCompile: *Uint8Array native typedarray.js:232:31
      1    0.0%    0.0%  LazyCompile: *Transform.push _stream_transform.js:126:36
      1    0.0%    0.0%  LazyCompile: *Transform._read _stream_transform.js:162:37
      1    0.0%    0.0%  LazyCompile: *Readable.resume _stream_readable.js:717:37
      1    0.0%    0.0%  LazyCompile: *Readable.read _stream_readable.js:271:35
      1    0.0%    0.0%  LazyCompile: *NativeModule.nonInternalExists bootstrap_node.js:488:46
      1    0.0%    0.0%  LazyCompile: *Multihashing /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/multihashing-async/src/index.js:8:23
      1    0.0%    0.0%  LazyCompile: *Multiaddr /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/multiaddr/src/index.js:12:20
      1    0.0%    0.0%  LazyCompile: *Listener /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/multistream-select/src/listener/index.js:17:15
      1    0.0%    0.0%  LazyCompile: *Hash crypto.js:53:14
      1    0.0%    0.0%  LazyCompile: *Duplex /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/readable-stream/lib/_stream_duplex.js:40:16
      1    0.0%    0.0%  LazyCompile: *Buffer.writeUInt32BE buffer.js:1124:42
      1    0.0%    0.0%  LazyCompile: *Buffer.writeInt32BE buffer.js:1234:41
      1    0.0%    0.0%  LazyCompile: *Buffer.write buffer.js:712:34
      1    0.0%    0.0%  LazyCompile: *Block /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/ipfs-block/src/index.js:9:16
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/stream-to-pull-stream/index.js:148:30
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/connection.js:157:35
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/base/node.js:527:42
      1    0.0%    0.0%  Handler: writeInt32BE
      1    0.0%    0.0%  Handler: write
      1    0.0%    0.0%  Handler: toString {NaN}
      1    0.0%    0.0%  Handler: toJSON
      1    0.0%    0.0%  Handler: symbol("nonexistent_symbol" hash 27f9c056) {2}
      1    0.0%    0.0%  Handler: symbol("nonexistent_symbol" hash 27f9c056) {1}
      1    0.0%    0.0%  Handler: symbol("nonexistent_symbol" hash 27f9c056)
      1    0.0%    0.0%  Handler: source
      1    0.0%    0.0%  Handler: shift
      1    0.0%    0.0%  Handler: reserve
      1    0.0%    0.0%  Handler: readInt32BE
      1    0.0%    0.0%  Handler: read
      1    0.0%    0.0%  Handler: push
      1    0.0%    0.0%  Handler: pop
      1    0.0%    0.0%  Handler: parent
      1    0.0%    0.0%  Handler: overflow
      1    0.0%    0.0%  Handler: on
      1    0.0%    0.0%  Handler: length {1}
      1    0.0%    0.0%  Handler: handle
      1    0.0%    0.0%  Handler: data
      1    0.0%    0.0%  Handler: copy
      1    0.0%    0.0%  Handler: call
      1    0.0%    0.0%  Handler: apply
      1    0.0%    0.0%  Handler: _write
      1    0.0%    0.0%  Handler: _unrefTimer
      1    0.0%    0.0%  Handler: _read {2}
      1    0.0%    0.0%  Handler: _read {1}
      1    0.0%    0.0%  Handler: _read
      1    0.0%    0.0%  Handler: _rangeCheck
      1    0.0%    0.0%  Handler: _frame
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {8}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {7}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {6}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {3}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {14}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {13}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {11}
      1    0.0%    0.0%  Handler: /ipfs/bitswap/1.0.0
      1    0.0%    0.0%  Function: ~next /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-stream/sinks/drain.js:12:20
      1    0.0%    0.0%  Function: ~encodingLength :3:33
      1    0.0%    0.0%  Function: ~encode :3:25
      1    0.0%    0.0%  Builtin: StringToNumber
      1    0.0%    0.0%  Builtin: NumberPrototypeToString
      1    0.0%    0.0%  Builtin: JSConstructStubApi
      1    0.0%    0.0%  Builtin: JSConstructEntryTrampoline
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall
      1    0.0%    0.0%  Builtin: FunctionPrototypeApply
      1    0.0%    0.0%  Builtin: ErrorConstructor
      1    0.0%    0.0%  Builtin: BooleanConstructor
      1    0.0%    0.0%  Builtin: ArraySplice

 [C++]:
   ticks  total  nonlib   name
    187    4.5%    4.9%  void node::StreamBase::JSMethod<node::StreamWrap, &(node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
    171    4.1%    4.5%  node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     70    1.7%    1.8%  node::crypto::Hmac::HmacDigest(v8::FunctionCallbackInfo<v8::Value> const&)
     39    0.9%    1.0%  v8::internal::Context::RemoveOptimizedFunction(v8::internal::JSFunction*)
     38    0.9%    1.0%  v8::internal::Object* v8::internal::VisitWeakList<v8::internal::JSFunction>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
     22    0.5%    0.6%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     21    0.5%    0.5%  v8::internal::Heap::IteratePromotedObjectPointers(v8::internal::HeapObject*, unsigned char*, unsigned char*, bool, void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))
     20    0.5%    0.5%  v8::internal::IncrementalMarking::Step(long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceMarkingAction, v8::internal::IncrementalMarking::ForceCompletionAction)
     19    0.5%    0.5%  void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*, v8::internal::HeapObject*, int, int)
     16    0.4%    0.4%  v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>)
     15    0.4%    0.4%  v8::internal::Deoptimizer::VisitAllOptimizedFunctionsForContext(v8::internal::Context*, v8::internal::OptimizedFunctionVisitor*)
     15    0.4%    0.4%  node::crypto::ECDH::ComputeSecret(v8::FunctionCallbackInfo<v8::Value> const&)
     14    0.3%    0.4%  v8::internal::Heap::Scavenge()
     13    0.3%    0.3%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::PromoteObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
     12    0.3%    0.3%  void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)1> >(v8::internal::Heap*, v8::internal::HeapObject*, int, int)
     12    0.3%    0.3%  void node::ZCtx::Write<true>(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.3%    0.3%  node::InternalModuleReadFile(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.3%    0.3%  int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
     11    0.3%    0.3%  v8::internal::Scanner::ScanIdentifierOrKeyword()
     10    0.2%    0.3%  void v8::internal::Heap::UpdateAllocationSite<(v8::internal::Heap::UpdateAllocationSiteMode)0>(v8::internal::HeapObject*, v8::base::TemplateHashMapImpl<v8::base::DefaultAllocationPolicy>*)
      9    0.2%    0.2%  void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
      9    0.2%    0.2%  v8::internal::JsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
      9    0.2%    0.2%  v8::internal::JSObjectWalkVisitor<v8::internal::AllocationSiteUsageContext>::StructureWalk(v8::internal::Handle<v8::internal::JSObject>)
      9    0.2%    0.2%  node::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.2%    0.2%  void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
      8    0.2%    0.2%  v8::internal::Scavenger::ScavengeObject(v8::internal::HeapObject**, v8::internal::HeapObject*)
      8    0.2%    0.2%  v8::internal::LCodeGenBase::GenerateBody()
      8    0.2%    0.2%  v8::internal::FlexibleBodyVisitor<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)1>, v8::internal::JSFunction::BodyDescriptorImpl<(v8::internal::JSFunction::BodyVisitingPolicy)0>, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      8    0.2%    0.2%  sha256_block_data_order_avx2
      8    0.2%    0.2%  node::crypto::Hmac::HmacUpdate(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.2%    0.2%  node::Buffer::Copy(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.2%    0.2%  void v8::internal::RelocInfo::Visit<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*)
      7    0.2%    0.2%  v8::internal::Zone::New(unsigned long)
      7    0.2%    0.2%  v8::internal::ScavengeWeakObjectRetainer::RetainAs(v8::internal::Object*)
      7    0.2%    0.2%  v8::internal::NameDictionaryBase<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::FindEntry(v8::internal::Handle<v8::internal::Name>)
      7    0.2%    0.2%  v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
      7    0.2%    0.2%  v8::internal::IteratingStringHasher::VisitConsString(v8::internal::ConsString*)
      7    0.2%    0.2%  v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      7    0.2%    0.2%  v8::internal::AstValueFactory::GetString(unsigned int, bool, v8::internal::Vector<unsigned char const>)
      7    0.2%    0.2%  v8::internal::AstValueFactory::GetOneByteStringInternal(v8::internal::Vector<unsigned char const>)
      7    0.2%    0.2%  std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::hash<v8::internal::JSArrayBuffer*>, true>, std::__1::__unordered_map_equal<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long> > >::__node_insert_unique(std::__1::__hash_node<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, void*>*)
      7    0.2%    0.2%  node::crypto::Hmac::New(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.2%    0.2%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      7    0.2%    0.2%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::PromotionMode)0, (v8::internal::LoggingAndProfiling)0>::PromoteObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::PromotionMode)0, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      6    0.1%    0.2%  void v8::internal::LookupIterator::Start<false>()
      6    0.1%    0.2%  v8::internal::TransitionArray::Search(v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes, int*)
      6    0.1%    0.2%  v8::internal::Scanner::Scan()
      6    0.1%    0.2%  v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.2%  v8::internal::ParserBase<v8::internal::Parser>::ParseAssignmentExpression(bool, v8::internal::ExpressionClassifier<v8::internal::ParserBaseTraits<v8::internal::Parser> >*, bool*)
      6    0.1%    0.2%  v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<false>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
      6    0.1%    0.2%  v8::internal::InnerPointerToCodeCache::GcSafeFindCodeForInnerPointer(unsigned char*)
      6    0.1%    0.2%  v8::internal::Heap::AllocateFixedArray(int, v8::internal::PretenureFlag)
      6    0.1%    0.2%  v8::internal::HEnvironment::Initialize(v8::internal::HEnvironment const*)
      6    0.1%    0.2%  v8::internal::ArrayBufferTracker::ProcessBuffers(v8::internal::Page*, v8::internal::ArrayBufferTracker::ProcessingMode)
      6    0.1%    0.2%  v8::internal::Accessors::ReconfigureToDataProperty(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<void> const&)
      6    0.1%    0.2%  node::Binding(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.1%    0.1%  void v8::internal::BodyDescriptorApply<v8::internal::CallIterateBody, void, v8::internal::HeapObject*, int, v8::internal::ObjectVisitor*>(v8::internal::InstanceType, v8::internal::HeapObject*, int, v8::internal::ObjectVisitor*)
      5    0.1%    0.1%  v8::internal::compiler::GraphReducer::ReduceTop()
      5    0.1%    0.1%  v8::internal::Scope::LookupLocal(v8::internal::AstRawString const*)
      5    0.1%    0.1%  v8::internal::LGapResolver::BuildInitialMoveList(v8::internal::LParallelMove*)
      5    0.1%    0.1%  v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      5    0.1%    0.1%  v8::internal::Heap::IteratePromotedObject(v8::internal::HeapObject*, int, bool, void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))
      5    0.1%    0.1%  v8::internal::FunctionCallbackArguments::Call(void (*)(v8::FunctionCallbackInfo<v8::Value> const&))
      5    0.1%    0.1%  v8::internal::ConsStringIterator::Search(int*)
      5    0.1%    0.1%  node::crypto::ECDH::GenerateKeys(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.1%  void v8::internal::JSFunction::BodyDescriptorImpl<(v8::internal::JSFunction::BodyVisitingPolicy)1>::IterateBody<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*, int)
      4    0.1%    0.1%  v8::internal::TypeFeedbackOracle::CollectReceiverTypes(v8::internal::FeedbackNexus*, v8::internal::SmallMapList*)
      4    0.1%    0.1%  v8::internal::String::SlowEquals(v8::internal::String*)
      4    0.1%    0.1%  v8::internal::String::SlowEquals(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>)
      4    0.1%    0.1%  v8::internal::StoreBuffer::MoveEntriesToRememberedSet()
      4    0.1%    0.1%  v8::internal::Script::GetPositionInfo(int, v8::internal::Script::PositionInfo*, v8::internal::Script::OffsetFlag)
      4    0.1%    0.1%  v8::internal::RelocIterator::next()
      4    0.1%    0.1%  v8::internal::Object::InstanceOf(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      4    0.1%    0.1%  v8::internal::Object::GetMethod(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>)
      4    0.1%    0.1%  v8::internal::LCodeGenBase::DefineDeoptimizationLiteral(v8::internal::Handle<v8::internal::Object>)
      4    0.1%    0.1%  v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<true>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
      4    0.1%    0.1%  v8::internal::JSReceiver::class_name()
      4    0.1%    0.1%  v8::internal::InnerPointerToCodeCache::GetCacheEntry(unsigned char*)
      4    0.1%    0.1%  v8::internal::ConsStringIterator::NextLeaf(bool*)
      4    0.1%    0.1%  v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::IteratingStringHasher>(v8::internal::IteratingStringHasher*, v8::internal::String*, int)
      4    0.1%    0.1%  v8::internal::CodeStub::FindCodeInCache(v8::internal::Code**)
      4    0.1%    0.1%  v8::internal::Builtin_TypedArrayPrototypeBuffer(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.1%    0.1%  v8::internal::Builtin_Impl_ArraySlice(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      4    0.1%    0.1%  v8::internal::AstNumberingVisitor::VisitNoStackOverflowCheck(v8::internal::AstNode*)
      4    0.1%    0.1%  v8::internal::(anonymous namespace)::EncodeInt(v8::internal::ZoneVector<unsigned char>&, int)
      4    0.1%    0.1%  v8::internal::(anonymous namespace)::CopyObjectToObjectElements(v8::internal::FixedArrayBase*, v8::internal::ElementsKind, unsigned int, v8::internal::FixedArrayBase*, v8::internal::ElementsKind, unsigned int, int)
      4    0.1%    0.1%  v8::Value::IsExternal() const
      4    0.1%    0.1%  v8::ArrayBufferView::ByteOffset()
      4    0.1%    0.1%  node::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.1%    0.1%  void v8::internal::LookupIterator::Start<true>()
      3    0.1%    0.1%  v8::internal::Type::Union(v8::internal::Type*, v8::internal::Type*, v8::internal::Zone*)
      3    0.1%    0.1%  v8::internal::StringTable::LookupKey(v8::internal::Isolate*, v8::internal::HashTableKey*)
      3    0.1%    0.1%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.1%    0.1%  v8::internal::Parser::ParseSubStatement(v8::internal::ZoneList<v8::internal::AstRawString const*>*, v8::internal::AllowLabelledFunctionStatement, bool*)
      3    0.1%    0.1%  v8::internal::PagedSpace::AllocateRaw(int, v8::internal::AllocationAlignment)
      3    0.1%    0.1%  v8::internal::Object::GetPropertyWithAccessor(v8::internal::LookupIterator*)
      3    0.1%    0.1%  v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
      3    0.1%    0.1%  v8::internal::Name::ToFunctionName(v8::internal::Handle<v8::internal::Name>)
      3    0.1%    0.1%  v8::internal::Map::ShareDescriptor(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::DescriptorArray>, v8::internal::Descriptor*)
      3    0.1%    0.1%  v8::internal::Map::RawCopy(v8::internal::Handle<v8::internal::Map>, int)
      3    0.1%    0.1%  v8::internal::LCodeGenBase::PopulateDeoptimizationData(v8::internal::Handle<v8::internal::Code>)
      3    0.1%    0.1%  v8::internal::LChunk::MarkEmptyBlocks()
      3    0.1%    0.1%  v8::internal::KeywordOrIdentifierToken(unsigned char const*, int)
      3    0.1%    0.1%  v8::internal::JSObject::AddDataElement(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow)
      3    0.1%    0.1%  v8::internal::HValue::RegisterUse(int, v8::internal::HValue*)
      3    0.1%    0.1%  v8::internal::HBasicBlock::CreateSimulate(v8::internal::BailoutId, v8::internal::RemovableSimulate)
      3    0.1%    0.1%  v8::internal::Factory::NewJSTypedArray(v8::internal::ExternalArrayType, v8::internal::Handle<v8::internal::JSArrayBuffer>, unsigned long, unsigned long, v8::internal::PretenureFlag)
      3    0.1%    0.1%  v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
      3    0.1%    0.1%  v8::internal::Factory::NewFunction(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::PretenureFlag)
      3    0.1%    0.1%  v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.1%    0.1%  v8::internal::AstTyper::NarrowType(v8::internal::Expression*, v8::internal::Bounds)
      3    0.1%    0.1%  v8::internal::Assembler::j(v8::internal::Condition, v8::internal::Label*, v8::internal::Label::Distance)
      3    0.1%    0.1%  v8::base::TemplateHashMapImpl<v8::base::DefaultAllocationPolicy>::InsertNew(void*, unsigned int, v8::base::DefaultAllocationPolicy)
      3    0.1%    0.1%  v8::HandleScope::Initialize(v8::Isolate*)
      3    0.1%    0.1%  v8::Context::Enter()
      3    0.1%    0.1%  node::crypto::Hmac::HmacInit(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.1%  void v8::internal::Code::BodyDescriptor::IterateBody<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*)
      2    0.0%    0.1%  void v8::internal::CallIterateBody::apply<v8::internal::JSFunction::BodyDescriptorImpl<(v8::internal::JSFunction::BodyVisitingPolicy)3>, v8::internal::ObjectVisitor>(v8::internal::HeapObject*, int, v8::internal::ObjectVisitor*)
      2    0.0%    0.1%  v8::internal::Translation::BeginJSFrame(v8::internal::BailoutId, int, unsigned int)
      2    0.0%    0.1%  v8::internal::TransitionArray::GetPrototypeTransition(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.1%  v8::internal::StringComparator::Equals(v8::internal::String*, v8::internal::String*)
      2    0.0%    0.1%  v8::internal::String::IsOneByteEqualTo(v8::internal::Vector<unsigned char const>)
      2    0.0%    0.1%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitSharedFunctionInfoStrongCode(v8::internal::Heap*, v8::internal::HeapObject*)
      2    0.0%    0.1%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitJSFunction(v8::internal::Map*, v8::internal::HeapObject*)
      2    0.0%    0.1%  v8::internal::SharedFunctionInfo::SearchOptimizedCodeMap(v8::internal::Context*, v8::internal::BailoutId)
      2    0.0%    0.1%  v8::internal::SharedFunctionInfo::FindOrCreateLiterals(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>)
      2    0.0%    0.1%  v8::internal::Scope::LookupRecursive(v8::internal::VariableProxy*, v8::internal::Scope::BindingKind*, v8::internal::AstNodeFactory*, v8::internal::Scope*)
      2    0.0%    0.1%  v8::internal::Scope::CheckConflictingVarDeclarations()
      2    0.0%    0.1%  v8::internal::Scope::AllocateVariablesRecursively()
      2    0.0%    0.1%  v8::internal::Scanner::ScanNumber(bool)
      2    0.0%    0.1%  v8::internal::Scanner::CurrentSymbol(v8::internal::AstValueFactory*)
      2    0.0%    0.1%  v8::internal::SafepointTableBuilder::DefineSafepoint(v8::internal::Assembler*, v8::internal::Safepoint::Kind, int, v8::internal::Safepoint::DeoptMode)
      2    0.0%    0.1%  v8::internal::Runtime_StringToLowerCaseI18N(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.1%  v8::internal::Runtime_InstanceOf(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.1%  v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.1%  v8::internal::Runtime_CreateDataProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.1%  v8::internal::RelocInfoWriter::Write(v8::internal::RelocInfo const*)
      2    0.0%    0.1%  v8::internal::ParserBase<v8::internal::Parser>::ParseUnaryExpression(v8::internal::ExpressionClassifier<v8::internal::ParserBaseTraits<v8::internal::Parser> >*, bool*)
      2    0.0%    0.1%  v8::internal::ParserBase<v8::internal::Parser>::ParseMemberExpression(v8::internal::ExpressionClassifier<v8::internal::ParserBaseTraits<v8::internal::Parser> >*, bool*, bool*)
      2    0.0%    0.1%  v8::internal::ParserBase<v8::internal::Parser>::ParseLeftHandSideExpression(v8::internal::ExpressionClassifier<v8::internal::ParserBaseTraits<v8::internal::Parser> >*, bool*)
      2    0.0%    0.1%  v8::internal::Parser::DoParseLazy(v8::internal::ParseInfo*, v8::internal::AstRawString const*, v8::internal::Utf16CharacterStream*)
      2    0.0%    0.1%  v8::internal::Operand::Operand(v8::internal::Register, int)
      2    0.0%    0.1%  v8::internal::Object::SetPropertyInternal(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed, bool*)
