Statistical profiling result from isolate-0x103000c00-v8.log, (5362 ticks, 650 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  v8::internal::MacroAssembler::MacroAssembler(v8::internal::Isolate*, void*, int, v8::internal::CodeObjectRequired)
      1    0.0%    0.0%  v8::internal::MacroAssembler::Cmp(v8::internal::Register, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
      1    0.0%    0.0%  v8::internal::LookupIterator::PrepareForDataProperty(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::LoadICNexus::StateFromFeedback() const
      1    0.0%    0.0%  v8::internal::LiveObjectIterator<(v8::internal::LiveObjectIterationMode)0>::Next()
      1    0.0%    0.0%  v8::internal::LayoutDescriptor::IsTagged(int, int, int*)
      1    0.0%    0.0%  v8::internal::LGapResolver::PerformMove(int)
      1    0.0%    0.0%  v8::internal::LGapResolver::EmitMove(int)
      1    0.0%    0.0%  v8::internal::LCodeGen::ToOperand(v8::internal::LOperand*) const
      1    0.0%    0.0%  v8::internal::LCodeGen::RecordSafepoint(v8::internal::LPointerMap*, v8::internal::Safepoint::Kind, int, v8::internal::Safepoint::DeoptMode)
      1    0.0%    0.0%  v8::internal::LCodeGen::GenerateBodyInstructionPre(v8::internal::LInstruction*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoLabel(v8::internal::LLabel*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoInstructionGap(v8::internal::LInstructionGap*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoGoto(v8::internal::LGoto*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DeoptimizeIf(v8::internal::Condition, v8::internal::LInstruction*, v8::internal::DeoptimizeReason, v8::internal::Deoptimizer::BailoutType)
      1    0.0%    0.0%  v8::internal::LChunkBuilder::AddInstruction(v8::internal::LInstruction*, v8::internal::HInstruction*)
      1    0.0%    0.0%  v8::internal::LAllocator::TryAllocateFreeReg(v8::internal::LiveRange*)
      1    0.0%    0.0%  v8::internal::LAllocator::Define(v8::internal::LifetimePosition, v8::internal::LOperand*, v8::internal::LOperand*)
      1    0.0%    0.0%  v8::internal::LAllocator::AllocateRegisters()
      1    0.0%    0.0%  v8::internal::KeyedLoadIC::Load(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::JsonStringifier::InitializeReplacer(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::JsonStringifier::ApplyToJsonFunction(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::JsonParser<true>::ParseJsonObject()
      1    0.0%    0.0%  v8::internal::JSReceiver::class_name()
      1    0.0%    0.0%  v8::internal::JSReceiver::DeleteNormalizedProperty(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>, int)
      1    0.0%    0.0%  v8::internal::JSObject::UpdateAllocationSite(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
      1    0.0%    0.0%  v8::internal::JSObject::SetOwnPropertyIgnoreAttributes(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes)
      1    0.0%    0.0%  v8::internal::JSObject::RawFastPropertyAtPut(v8::internal::FieldIndex, v8::internal::Object*)
      1    0.0%    0.0%  v8::internal::JSObject::MakePrototypesFast(v8::internal::Handle<v8::internal::Object>, v8::internal::WhereToStart, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::JSObject::IsExtensible(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  v8::internal::JSObject::AddDataElement(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow)
      1    0.0%    0.0%  v8::internal::JSMapIterator::PopulateValueArray(v8::internal::FixedArray*)
      1    0.0%    0.0%  v8::internal::JSFunction::SetName(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::JSFunction::GetLength(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSFunction>)
      1    0.0%    0.0%  v8::internal::JSFunction::EnsureHasInitialMap(v8::internal::Handle<v8::internal::JSFunction>)
      1    0.0%    0.0%  v8::internal::JSArray::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
      1    0.0%    0.0%  v8::internal::JSArray::HasReadOnlyLength(v8::internal::Handle<v8::internal::JSArray>)
      1    0.0%    0.0%  v8::internal::IsUnscavengedHeapObject(v8::internal::Heap*, v8::internal::Object**)
      1    0.0%    0.0%  v8::internal::IsSpecialIndex(v8::internal::UnicodeCache*, v8::internal::String*)
      1    0.0%    0.0%  v8::internal::InternalizedStringKey::IsMatch(v8::internal::Object*)
      1    0.0%    0.0%  v8::internal::InternalizedStringKey::InternalizedStringKey(v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::IncrementalStringBuilder::IncrementalStringBuilder(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::IncrementalMarkingMarkingVisitor::VisitFixedArrayIncremental(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::IncrementalMarking::RecordWriteOfCodeEntryFromCode(v8::internal::JSFunction*, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::IC::UpdateState(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::IC::PatchCache(v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::IC::ConfigureVectorState(v8::internal::InlineCacheState, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::IC::ConfigureVectorState(v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Heap::DeoptMarkedAllocationSites()
      1    0.0%    0.0%  v8::internal::Heap::CreateFillerObjectAt(unsigned char*, int, v8::internal::ClearRecordedSlots, v8::internal::ClearBlackArea)
      1    0.0%    0.0%  v8::internal::Heap::CanMoveObjectStart(v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::Heap::AllocateWeakCell(v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::Heap::AllocateHeapNumber(double, v8::internal::MutableMode, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Heap::Allocate(v8::internal::Map*, v8::internal::AllocationSpace, v8::internal::AllocationSite*)
      1    0.0%    0.0%  v8::internal::HValue::UpdateInferredType()
      1    0.0%    0.0%  v8::internal::HValue::RegisterUse(int, v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HValue::Hashcode()
      1    0.0%    0.0%  v8::internal::HType::FromValue(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::HStoreNamedField::NeedsWriteBarrier() const
      1    0.0%    0.0%  v8::internal::HStoreNamedField* v8::internal::HGraphBuilder::Add<v8::internal::HStoreNamedField, v8::internal::HValue*, v8::internal::HObjectAccess, v8::internal::HConstant*>(v8::internal::HValue*, v8::internal::HObjectAccess, v8::internal::HConstant*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitVariableDeclaration(v8::internal::VariableDeclaration*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitReturnStatement(v8::internal::ReturnStatement*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitCallRuntime(v8::internal::CallRuntime*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitAssignment(v8::internal::Assignment*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::TryInlineBuiltinMethodCall(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::Map>, v8::internal::BailoutId, int)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::TryInlineApiCall(v8::internal::Handle<v8::internal::Object>, v8::internal::HValue*, v8::internal::SmallMapList*, int, v8::internal::BailoutId, v8::internal::HOptimizedGraphBuilder::ApiCallType, v8::internal::TailCallMode)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo::CanAccessMonomorphic()
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::HandlePropertyAssignment(v8::internal::Assignment*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BuildMonomorphicAccess(v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::BailoutId, v8::internal::BailoutId, bool)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BindIfLive(v8::internal::Variable*, v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HLoadNamedField::New(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HObjectAccess)
      1    0.0%    0.0%  v8::internal::HInstruction::position() const
      1    0.0%    0.0%  v8::internal::HInferRepresentationPhase::Run()
      1    0.0%    0.0%  v8::internal::HGraphBuilder::BuildUncheckedMonomorphicElementAccess(v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, bool, v8::internal::ElementsKind, v8::internal::PropertyAccessType, v8::internal::LoadKeyedHoleMode, v8::internal::KeyedAccessStoreMode)
      1    0.0%    0.0%  v8::internal::HConstant::ImmortalImmovable() const
      1    0.0%    0.0%  v8::internal::HConstant::HConstant(int, v8::internal::Representation, bool, v8::internal::Unique<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::HBasicBlock::RegisterPredecessor(v8::internal::HBasicBlock*)
      1    0.0%    0.0%  v8::internal::HBasicBlock::AddInstruction(v8::internal::HInstruction*, v8::internal::SourcePosition)
      1    0.0%    0.0%  v8::internal::HArgumentsObject* v8::internal::HGraphBuilder::Add<v8::internal::HArgumentsObject, int>(int)
      1    0.0%    0.0%  v8::internal::GlobalHandles::Node::Release()
      1    0.0%    0.0%  v8::internal::GetICCounts(v8::internal::JSFunction*, int*, int*, int*, int*, int*)
      1    0.0%    0.0%  v8::internal::GCTracer::Scope::~Scope()
      1    0.0%    0.0%  v8::internal::GCTracer::CombinedMarkCompactSpeedInBytesPerMillisecond()
      1    0.0%    0.0%  v8::internal::FunctionTemplateInfo::IsTemplateFor(v8::internal::Map*)
      1    0.0%    0.0%  v8::internal::FunctionState::FunctionState(v8::internal::HOptimizedGraphBuilder*, v8::internal::CompilationInfo*, v8::internal::InliningKind, int, v8::internal::TailCallMode)
      1    0.0%    0.0%  v8::internal::FuncNameInferrer::PushVariableName(v8::internal::AstRawString const*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitIfStatement(v8::internal::IfStatement*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitForStackValue(v8::internal::Expression*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitForAccumulatorValue(v8::internal::Expression*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitDeclarations(v8::internal::ZoneList<v8::internal::Declaration*>*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::PopulateHandlerTable(v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitNamedPropertyLoad(v8::internal::Property*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitLoadStoreICSlot(v8::internal::FeedbackVectorSlot)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitLiteralCompareNil(v8::internal::CompareOperation*, v8::internal::Expression*, v8::internal::NilValue)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::DropOperands(int)
      1    0.0%    0.0%  v8::internal::FreeList::FindNodeFor(int, int*)
      1    0.0%    0.0%  v8::internal::FrameSummary::FrameSummary(v8::internal::Object*, v8::internal::JSFunction*, v8::internal::AbstractCode*, int, bool, v8::internal::FrameSummary::Mode)
      1    0.0%    0.0%  v8::internal::FlexibleBodyVisitor<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)1>, v8::internal::FlexibleBodyDescriptor<16>, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::FlatStringReader::PostGarbageCollection()
      1    0.0%    0.0%  v8::internal::FixedBodyVisitor<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)0>, v8::internal::FixedBodyDescriptor<24, 40, 40>, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::FastKeyAccumulator::Prepare()
      1    0.0%    0.0%  v8::internal::Factory::SetNumberStringCache(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::Factory::NumberToString(v8::internal::Handle<v8::internal::Object>, bool)
      1    0.0%    0.0%  v8::internal::Factory::NewSharedFunctionInfo(v8::internal::Handle<v8::internal::String>, v8::internal::MaybeHandle<v8::internal::Code>, bool)
      1    0.0%    0.0%  v8::internal::Factory::NewOneByteInternalizedSubString(v8::internal::Handle<v8::internal::SeqOneByteString>, int, int, unsigned int)
      1    0.0%    0.0%  v8::internal::Factory::NewNumberFromSize(unsigned long, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewJSTypedArray(v8::internal::ExternalArrayType, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewJSTypedArray(v8::internal::ExternalArrayType, v8::internal::Handle<v8::internal::JSArrayBuffer>, unsigned long, unsigned long, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewJSObjectFromMap(v8::internal::Handle<v8::internal::Map>, v8::internal::PretenureFlag, v8::internal::Handle<v8::internal::AllocationSite>)
      1    0.0%    0.0%  v8::internal::Factory::NewJSArrayWithElements(v8::internal::Handle<v8::internal::FixedArrayBase>, v8::internal::ElementsKind, int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewJSArrayBuffer(v8::internal::SharedFlag, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewFillerObject(int, bool, v8::internal::AllocationSpace)
      1    0.0%    0.0%  v8::internal::Factory::NewCode(v8::internal::CodeDesc const&, unsigned int, v8::internal::Handle<v8::internal::Object>, bool, bool, int, bool)
      1    0.0%    0.0%  v8::internal::Factory::CopyJSObject(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  v8::internal::Expression::IsPropertyName() const
      1    0.0%    0.0%  v8::internal::EscapeRegExpSource(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::ElementHandlerCompiler::GetKeyedLoadHandler(v8::internal::Handle<v8::internal::Map>, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::DuplicateFinder::BackupKey(v8::internal::Vector<unsigned char const>, bool)
      1    0.0%    0.0%  v8::internal::DoubleToRadixCString(double, int)
      1    0.0%    0.0%  v8::internal::Dictionary<v8::internal::UnseededNumberDictionary, v8::internal::UnseededNumberDictionaryShape, unsigned int>::AtPut(v8::internal::Handle<v8::internal::UnseededNumberDictionary>, unsigned int, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape, v8::internal::Handle<v8::internal::Name> >::Add(v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
      1    0.0%    0.0%  v8::internal::Deserializer::GetBackReferencedObject(int)
      1    0.0%    0.0%  v8::internal::DescriptorArray::SetEnumCache(v8::internal::Handle<v8::internal::DescriptorArray>, v8::internal::Isolate*, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::Handle<v8::internal::FixedArray>)
      1    0.0%    0.0%  v8::internal::DescriptorArray::CopyFrom(int, v8::internal::DescriptorArray*)
      1    0.0%    0.0%  v8::internal::DependentCode::UpdateToFinishedCode(v8::internal::DependentCode::DependencyGroup, v8::internal::Foreign*, v8::internal::WeakCell*)
      1    0.0%    0.0%  v8::internal::DependentCode::Insert(v8::internal::Handle<v8::internal::DependentCode>, v8::internal::DependentCode::DependencyGroup, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::DependentCode::Compact()
      1    0.0%    0.0%  v8::internal::Deoptimizer::~Deoptimizer()
      1    0.0%    0.0%  v8::internal::Deoptimizer::PatchCodeForDeoptimization(v8::internal::Isolate*, v8::internal::Code*)
      1    0.0%    0.0%  v8::internal::Deoptimizer::GetOutputInfo(v8::internal::DeoptimizationOutputData*, v8::internal::BailoutId, v8::internal::SharedFunctionInfo*)
      1    0.0%    0.0%  v8::internal::Deoptimizer::GetDeoptimizationEntry(v8::internal::Isolate*, int, v8::internal::Deoptimizer::BailoutType, v8::internal::Deoptimizer::GetEntryMode)
      1    0.0%    0.0%  v8::internal::DeclarationScope::DeclareParameter(v8::internal::AstRawString const*, v8::internal::VariableMode, bool, bool, bool*, v8::internal::AstValueFactory*)
      1    0.0%    0.0%  v8::internal::DeclarationScope::DeclarationScope(v8::internal::Zone*, v8::internal::Scope*, v8::internal::ScopeType, v8::internal::FunctionKind)
      1    0.0%    0.0%  v8::internal::DeclarationScope::AllocateParameter(v8::internal::Variable*, int)
      1    0.0%    0.0%  v8::internal::Debug::Iterate(v8::internal::ObjectVisitor*)
      1    0.0%    0.0%  v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::StringComparator::State>(v8::internal::StringComparator::State*, v8::internal::String*, int)
      1    0.0%    0.0%  v8::internal::Compiler::PostInstantiation(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Compiler::FinalizeCompilationJob(v8::internal::CompilationJob*)
      1    0.0%    0.0%  v8::internal::Compiler::Compile(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Compiler::ClearExceptionFlag)
      1    0.0%    0.0%  v8::internal::CompilationInfo::ShouldSelfOptimize()
      1    0.0%    0.0%  v8::internal::CompareICState::StateToType(v8::internal::Zone*, v8::internal::CompareICState::State, v8::internal::Handle<v8::internal::Map>)
      1    0.0%    0.0%  v8::internal::Code::WeakCellFor(v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  v8::internal::CanonicalHandleScope::Lookup(v8::internal::Object*)
      1    0.0%    0.0%  v8::internal::CallIC::HandleMiss(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Builtin_Impl_TypedArrayPrototypeBuffer(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_Impl_ArraySplice(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_DateConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::BitsetType::Lub(v8::internal::Type*)
      1    0.0%    0.0%  v8::internal::BitVector::Iterator::Advance()
      1    0.0%    0.0%  v8::internal::AstTyper::VisitNoStackOverflowCheck(v8::internal::AstNode*)
      1    0.0%    0.0%  v8::internal::AstTyper::VisitConditional(v8::internal::Conditional*)
      1    0.0%    0.0%  v8::internal::Assignment::AssignFeedbackVectorSlots(v8::internal::Isolate*, v8::internal::FeedbackVectorSpec*, v8::internal::FeedbackVectorSlotCache*)
      1    0.0%    0.0%  v8::internal::Assembler::testb(v8::internal::Operand const&, v8::internal::Immediate)
      1    0.0%    0.0%  v8::internal::Assembler::j(v8::internal::Condition, v8::internal::Label*, v8::internal::Label::Distance)
      1    0.0%    0.0%  v8::internal::Assembler::immediate_arithmetic_op(unsigned char, v8::internal::Register, v8::internal::Immediate, int)
      1    0.0%    0.0%  v8::internal::Assembler::immediate_arithmetic_op(unsigned char, v8::internal::Operand const&, v8::internal::Immediate, int)
      1    0.0%    0.0%  v8::internal::Assembler::emit_operand(int, v8::internal::Operand const&)
      1    0.0%    0.0%  v8::internal::Assembler::arithmetic_op_8(unsigned char, v8::internal::Register, v8::internal::Operand const&)
      1    0.0%    0.0%  v8::internal::Assembler::arithmetic_op(unsigned char, v8::internal::Register, v8::internal::Register, int)
      1    0.0%    0.0%  v8::internal::ApiNatives::InstantiateObject(v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>)
      1    0.0%    0.0%  v8::internal::Accessors::FunctionLengthGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::GetSimpleHash(v8::internal::Object*)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::Fast_ArrayConcat(v8::internal::Isolate*, v8::internal::BuiltinArguments*)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::RemoveElement(v8::internal::Handle<v8::internal::JSArray>, v8::internal::(anonymous namespace)::Where)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::MoveElements(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArray>, v8::internal::Handle<v8::internal::FixedArrayBase>, int, int, int, int, int)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::CopyArguments(v8::internal::Arguments*, v8::internal::Handle<v8::internal::FixedArrayBase>, unsigned int, unsigned int, unsigned int)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::SetLengthImpl(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArray>, unsigned int, v8::internal::Handle<v8::internal::FixedArrayBase>)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::DictionaryElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)6> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
      1    0.0%    0.0%  v8::base::TimeTicks::HighResolutionNow()
      1    0.0%    0.0%  v8::base::TemplateHashMapImpl<v8::internal::ZoneAllocationPolicy>::InsertNew(void*, unsigned int, v8::internal::ZoneAllocationPolicy)
      1    0.0%    0.0%  v8::base::OS::VSNPrintF(char*, int, char const*, __va_list_tag*)
      1    0.0%    0.0%  v8::base::Mutex::Unlock()
      1    0.0%    0.0%  v8::Value::IsFunction() const
      1    0.0%    0.0%  v8::Utf8LengthHelper::Calculate(v8::internal::ConsString*, unsigned char*)
      1    0.0%    0.0%  v8::RecursivelySerializeToUtf8(v8::internal::String*, v8::Utf8WriterVisitor*, int)
      1    0.0%    0.0%  v8::Object::Get(v8::Local<v8::Context>, v8::Local<v8::Value>)
      1    0.0%    0.0%  v8::Number::New(v8::Isolate*, double)
      1    0.0%    0.0%  v8::Function::Call(v8::Local<v8::Value>, int, v8::Local<v8::Value>*)
      1    0.0%    0.0%  v8::Context::Exit()
      1    0.0%    0.0%  v8::Context::Enter()
      1    0.0%    0.0%  v8::ArrayBuffer::New(v8::Isolate*, void*, unsigned long, v8::ArrayBufferCreationMode)
      1    0.0%    0.0%  std::__1::enable_if<(__is_forward_iterator<std::__1::__wrap_iter<v8::internal::compiler::Node**> >::value) && (is_constructible<v8::internal::compiler::Node*, std::__1::iterator_traits<std::__1::__wrap_iter<v8::internal::compiler::Node**> >::reference>::value), std::__1::__wrap_iter<v8::internal::compiler::Node**> >::type std::__1::vector<v8::internal::compiler::Node*, v8::internal::zone_allocator<v8::internal::compiler::Node*> >::insert<std::__1::__wrap_iter<v8::internal::compiler::Node**> >(std::__1::__wrap_iter<v8::internal::compiler::Node* const*>, std::__1::__wrap_iter<v8::internal::compiler::Node**>, std::__1::__wrap_iter<v8::internal::compiler::Node**>)
      1    0.0%    0.0%  node::crypto::Hmac::HmacInit(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::crypto::CipherBase::Update(char const*, int, unsigned char**, int*)
      1    0.0%    0.0%  node::crypto::CipherBase* node::Unwrap<node::crypto::CipherBase>(v8::Local<v8::Object>)
      1    0.0%    0.0%  node::ZCtx::Unref()
      1    0.0%    0.0%  node::Utf8Value::Utf8Value(v8::Isolate*, v8::Local<v8::Value>)
      1    0.0%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding)
      1    0.0%    0.0%  node::StreamWrap::OnAlloc(uv_handle_s*, unsigned long, uv_buf_t*)
      1    0.0%    0.0%  node::StreamBase::EmitData(long, v8::Local<v8::Object>, v8::Local<v8::Object>)
      1    0.0%    0.0%  node::Open(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Environment::PrintSyncTrace() const
      1    0.0%    0.0%  node::Buffer::Utf8Write(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::Copy(node::Environment*, char const*, unsigned long)
      1    0.0%    0.0%  node::Buffer::Base64Slice(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::ArrayBufferAllocator::Free(void*, unsigned long)
      1    0.0%    0.0%  int v8::internal::FlexibleBodyVisitor<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)0>, v8::internal::FlexibleBodyDescriptor<8>, int>::VisitSpecialized<48>(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  double v8::internal::InternalStringToInt<unsigned char const*, unsigned char const*>(v8::internal::UnicodeCache*, unsigned char const*, unsigned char const*, int)
      1    0.0%    0.0%  _uv__to_stat
      1    0.0%    0.0%  _uv__stream_io
      1    0.0%    0.0%  _uv__hrtime
      1    0.0%    0.0%  _uv__fs_work
      1    0.0%    0.0%  _lh_retrieve
      1    0.0%    0.0%  _getrn
      1    0.0%    0.0%  _SHA256_Update
      1    0.0%    0.0%  _EVP_MD_CTX_cleanup
      1    0.0%    0.0%  _EVP_EncryptUpdate
      1    0.0%    0.0%  _EVP_DigestInit_ex
      1    0.0%    0.0%  _EVP_DecryptUpdate
      1    0.0%    0.0%  _EVP_CipherUpdate
      1    0.0%    0.0%  _CRYPTO_ctr128_encrypt_ctr32
      1    0.0%    0.0%  _BN_usub

 [Summary]:
