Statistical profiling result from isolate-0x103000c00-v8.log, (5362 ticks, 650 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *pull.asyncMap /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/libp2p-secio/src/etm.js:37:19
      1    0.0%    0.0%  LazyCompile: *onFrameHead /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/spdy/parser.js:78:52
      1    0.0%    0.0%  LazyCompile: *ok assert.js:104:12
      1    0.0%    0.0%  LazyCompile: *normalize path.js:1176:32
      1    0.0%    0.0%  LazyCompile: *next /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/stream-to-pull-stream/node_modules/looper/index.js:3:18
      1    0.0%    0.0%  LazyCompile: *multihashToPath /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/ipfs-repo/src/stores/blockstore.js:17:26
      1    0.0%    0.0%  LazyCompile: *more /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-reader/index.js:50:17
      1    0.0%    0.0%  LazyCompile: *module.exports /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-handshake/index.js:18:27
      1    0.0%    0.0%  LazyCompile: *module.exports /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-defer/source.js:2:27
      1    0.0%    0.0%  LazyCompile: *maybeReadMore_ _stream_readable.js:450:24
      1    0.0%    0.0%  LazyCompile: *maybeReadMore_ /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/readable-stream/lib/_stream_readable.js:451:24
      1    0.0%    0.0%  LazyCompile: *join native array.js:289:19
      1    0.0%    0.0%  LazyCompile: *isFinite native v8natives.js:13:24
      1    0.0%    0.0%  LazyCompile: *isFinite native v8natives.js:116:24
      1    0.0%    0.0%  LazyCompile: *headersToDict /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/spdy/framer.js:29:56
      1    0.0%    0.0%  LazyCompile: *get /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-reader/state.js:27:19
      1    0.0%    0.0%  LazyCompile: *from native array.js:1065:19
      1    0.0%    0.0%  LazyCompile: *filter native array.js:769:21
      1    0.0%    0.0%  LazyCompile: *exports.duplex /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/stream-to-pull-stream/index.js:217:27
      1    0.0%    0.0%  LazyCompile: *encodingLength /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/protocol-buffers/encodings.js:22:33
      1    0.0%    0.0%  LazyCompile: *encodeTag /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/encoders/der.js:271:19
      1    0.0%    0.0%  LazyCompile: *encodePrimitive /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/base/node.js:605:59
      1    0.0%    0.0%  LazyCompile: *encodeComposite /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/encoders/der.js:32:62
      1    0.0%    0.0%  LazyCompile: *encode :3:25
      1    0.0%    0.0%  LazyCompile: *encode /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-length-prefixed/lib/encode.js:9:16
      1    0.0%    0.0%  LazyCompile: *encode /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/protocol-buffers/node_modules/varint/encode.js:8:16
      1    0.0%    0.0%  LazyCompile: *encode /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/protocol-buffers/encodings.js:27:25
      1    0.0%    0.0%  LazyCompile: *encode /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/api.js:59:42
      1    0.0%    0.0%  LazyCompile: *drain /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/stream-to-pull-stream/index.js:139:17
      1    0.0%    0.0%  LazyCompile: *decodeTag /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/decoders/der.js:50:50
      1    0.0%    0.0%  LazyCompile: *decode :3:25
      1    0.0%    0.0%  LazyCompile: *decode /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/base/node.js:272:41
      1    0.0%    0.0%  LazyCompile: *decode /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/api.js:47:42
      1    0.0%    0.0%  LazyCompile: *createSingleTimeout timers.js:346:29
      1    0.0%    0.0%  LazyCompile: *createLogger /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/multistream-select/src/util.js:39:23
      1    0.0%    0.0%  LazyCompile: *alignPool buffer.js:57:19
      1    0.0%    0.0%  LazyCompile: *afterWrite _stream_writable.js:384:20
      1    0.0%    0.0%  LazyCompile: *_unrefTimer net.js:201:52
      1    0.0%    0.0%  LazyCompile: *_synFrame /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/spdy/framer.js:145:48
      1    0.0%    0.0%  LazyCompile: *_split /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/stream.js:204:42
      1    0.0%    0.0%  LazyCompile: *_send /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/stream.js:152:15
      1    0.0%    0.0%  LazyCompile: *_resetTimeout /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/base/framer.js:54:56
      1    0.0%    0.0%  LazyCompile: *_receiveMessage /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/src/index.js:45:19
      1    0.0%    0.0%  LazyCompile: *_read /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/base/scheduler.js:91:43
      1    0.0%    0.0%  LazyCompile: *_frame /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/spdy-transport/lib/spdy-transport/protocol/spdy/framer.js:108:42
      1    0.0%    0.0%  LazyCompile: *__dirname.get /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/src/decision/peer-request-queue.js:23:28
      1    0.0%    0.0%  LazyCompile: *WritableState.onwrite _stream_writable.js:89:26
      1    0.0%    0.0%  LazyCompile: *WritableState.onwrite /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/readable-stream/lib/_stream_writable.js:125:27
      1    0.0%    0.0%  LazyCompile: *Uint8ArrayConstructByLength native typedarray.js:175:37
      1    0.0%    0.0%  LazyCompile: *Uint8Array native typedarray.js:232:31
      1    0.0%    0.0%  LazyCompile: *TransformState.afterTransform _stream_transform.js:53:33
      1    0.0%    0.0%  LazyCompile: *Transform.push _stream_transform.js:126:36
      1    0.0%    0.0%  LazyCompile: *Transform.push /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/readable-stream/lib/_stream_transform.js:121:37
      1    0.0%    0.0%  LazyCompile: *Transform._write _stream_transform.js:145:38
      1    0.0%    0.0%  LazyCompile: *RegExpSplit native regexp.js:295:21
      1    0.0%    0.0%  LazyCompile: *Readable.resume _stream_readable.js:717:37
      1    0.0%    0.0%  LazyCompile: *PeerBook.getByMultihash /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/peer-book/lib/index.js:36:34
      1    0.0%    0.0%  LazyCompile: *Module.require module.js:495:36
      1    0.0%    0.0%  LazyCompile: *Module._nodeModulePaths module.js:274:37
      1    0.0%    0.0%  LazyCompile: *Module._load module.js:413:24
      1    0.0%    0.0%  LazyCompile: *InnerArrayJoin native array.js:276:24
      1    0.0%    0.0%  LazyCompile: *Buffer.writeUInt32BE buffer.js:1124:42
      1    0.0%    0.0%  LazyCompile: *Buffer.writeInt32BE buffer.js:1234:41
      1    0.0%    0.0%  LazyCompile: *Buffer.write buffer.js:712:34
      1    0.0%    0.0%  LazyCompile: *Block /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/ipfs-block/src/index.js:9:16
      1    0.0%    0.0%  LazyCompile: *BitswapMessage.fromProto /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/src/message/index.js:99:28
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/pull-stream/sources/values.js:15:19
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/multistream-select/src/util.js:43:12
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/async/internal/setImmediate.js:24:41
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/base/node.js:527:42
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/base/buffer.js:68:36
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/asn1.js/lib/asn1/base/buffer.js:101:32
      1    0.0%    0.0%  KeyedStoreIC: A keyed store IC from the snapshot {2}
      1    0.0%    0.0%  KeyedLoadIC: A keyed load IC from the snapshot {2}
      1    0.0%    0.0%  Handler: writelen
      1    0.0%    0.0%  Handler: write {2}
      1    0.0%    0.0%  Handler: write {1}
      1    0.0%    0.0%  Handler: write
      1    0.0%    0.0%  Handler: utf8Write
      1    0.0%    0.0%  Handler: update {1}
      1    0.0%    0.0%  Handler: unicode
      1    0.0%    0.0%  Handler: uncork
      1    0.0%    0.0%  Handler: toString {NaN}
      1    0.0%    0.0%  Handler: symbol("Symbol.split" hash 1f71a9b6)
      1    0.0%    0.0%  Handler: slice
      1    0.0%    0.0%  Handler: shift
      1    0.0%    0.0%  Handler: sha2-256
      1    0.0%    0.0%  Handler: resolve
      1    0.0%    0.0%  Handler: reset
      1    0.0%    0.0%  Handler: replace
      1    0.0%    0.0%  Handler: removeListener
      1    0.0%    0.0%  Handler: remove
      1    0.0%    0.0%  Handler: read
      1    0.0%    0.0%  Handler: push
      1    0.0%    0.0%  Handler: pubKey
      1    0.0%    0.0%  Handler: priority
      1    0.0%    0.0%  Handler: pop
      1    0.0%    0.0%  Handler: paths
      1    0.0%    0.0%  Handler: oncomplete
      1    0.0%    0.0%  Handler: onSynHeadFrame
      1    0.0%    0.0%  Handler: on
      1    0.0%    0.0%  Handler: needTransform
      1    0.0%    0.0%  Handler: map
      1    0.0%    0.0%  Handler: ls
      1    0.0%    0.0%  Handler: length
      1    0.0%    0.0%  Handler: end
      1    0.0%    0.0%  Handler: emit
      1    0.0%    0.0%  Handler: distinctMultiaddr
      1    0.0%    0.0%  Handler: copy
      1    0.0%    0.0%  Handler: close
      1    0.0%    0.0%  Handler: callback
      1    0.0%    0.0%  Handler: bytes
      1    0.0%    0.0%  Handler: async
      1    0.0%    0.0%  Handler: abort
      1    0.0%    0.0%  Handler: _writev
      1    0.0%    0.0%  Handler: _write
      1    0.0%    0.0%  Handler: _wasSent
      1    0.0%    0.0%  Handler: _transform
      1    0.0%    0.0%  Handler: _resetTimeout
      1    0.0%    0.0%  Handler: _read {2}
      1    0.0%    0.0%  Handler: _read {1}
      1    0.0%    0.0%  Handler: _read
      1    0.0%    0.0%  Handler: _createEncoderBuffer
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {9}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {6}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {3}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot
      1    0.0%    0.0%  Handler: :status
      1    0.0%    0.0%  Handler: /spdy/3.1.0
      1    0.0%    0.0%  Function: ~decode :3:25
      1    0.0%    0.0%  Function: ~<anonymous> /Users/dignifiedquire/opensource/ipfs/js-ipfs-lerna/packages/js-ipfs-bitswap/node_modules/core-js/library/modules/_iter-call.js:1:11
      1    0.0%    0.0%  Builtin: ToNumber
      1    0.0%    0.0%  Builtin: StringToNumber
      1    0.0%    0.0%  Builtin: ObjectAssign
      1    0.0%    0.0%  Builtin: MathMin
      1    0.0%    0.0%  Builtin: MathMax
      1    0.0%    0.0%  Builtin: MathCeil
      1    0.0%    0.0%  Builtin: JSBuiltinsConstructStubForDerived
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall
      1    0.0%    0.0%  Builtin: ArraySplice
      1    0.0%    0.0%  Builtin: ArraySlice
      1    0.0%    0.0%  Builtin: ArrayShift
      1    0.0%    0.0%  Builtin: Apply

 [C++]:
   ticks  total  nonlib   name
    248    4.6%    5.0%  node::Read(v8::FunctionCallbackInfo<v8::Value> const&)
    246    4.6%    4.9%  void node::StreamBase::JSMethod<node::StreamWrap, &(node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
    154    2.9%    3.1%  node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    108    2.0%    2.2%  node::crypto::Hmac::HmacDigest(v8::FunctionCallbackInfo<v8::Value> const&)
     90    1.7%    1.8%  node::InternalModuleReadFile(v8::FunctionCallbackInfo<v8::Value> const&)
     49    0.9%    1.0%  v8::internal::Object* v8::internal::VisitWeakList<v8::internal::JSFunction>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
     46    0.9%    0.9%  v8::internal::Context::RemoveOptimizedFunction(v8::internal::JSFunction*)
     34    0.6%    0.7%  v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>)
     33    0.6%    0.7%  v8::internal::IncrementalMarking::Step(long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceMarkingAction, v8::internal::IncrementalMarking::ForceCompletionAction)
     26    0.5%    0.5%  v8::internal::JsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
     25    0.5%    0.5%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     20    0.4%    0.4%  void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)1> >(v8::internal::Heap*, v8::internal::HeapObject*, int, int)
     20    0.4%    0.4%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::PromoteObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
     19    0.4%    0.4%  v8::internal::Heap::IteratePromotedObjectPointers(v8::internal::HeapObject*, unsigned char*, unsigned char*, bool, void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))
     18    0.3%    0.4%  void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*, v8::internal::HeapObject*, int, int)
     18    0.3%    0.4%  v8::internal::ScavengeWeakObjectRetainer::RetainAs(v8::internal::Object*)
     16    0.3%    0.3%  void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
     16    0.3%    0.3%  void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     16    0.3%    0.3%  v8::internal::Scavenger::ScavengeObject(v8::internal::HeapObject**, v8::internal::HeapObject*)
     16    0.3%    0.3%  v8::internal::Heap::Scavenge()
     16    0.3%    0.3%  std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::hash<v8::internal::JSArrayBuffer*>, true>, std::__1::__unordered_map_equal<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long> > >::__node_insert_unique(std::__1::__hash_node<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, void*>*)
     15    0.3%    0.3%  v8::internal::Deoptimizer::VisitAllOptimizedFunctionsForContext(v8::internal::Context*, v8::internal::OptimizedFunctionVisitor*)
     15    0.3%    0.3%  node::crypto::ECDH::ComputeSecret(v8::FunctionCallbackInfo<v8::Value> const&)
     14    0.3%    0.3%  v8::internal::Object::InstanceOf(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
     14    0.3%    0.3%  int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
     13    0.2%    0.3%  sha256_block_data_order_avx2
     12    0.2%    0.2%  node::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
     11    0.2%    0.2%  v8::internal::IteratingStringHasher::VisitConsString(v8::internal::ConsString*)
     11    0.2%    0.2%  node::Buffer::Utf8Slice(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.2%    0.2%  v8::internal::Zone::New(unsigned long)
     10    0.2%    0.2%  v8::internal::StoreBuffer::MoveEntriesToRememberedSet()
     10    0.2%    0.2%  v8::internal::InnerPointerToCodeCache::GetCacheEntry(unsigned char*)
     10    0.2%    0.2%  v8::internal::Accessors::ReconfigureToDataProperty(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<void> const&)
      9    0.2%    0.2%  void node::ZCtx::Write<true>(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.2%    0.2%  v8::internal::String::SlowEquals(v8::internal::String*)
      9    0.2%    0.2%  v8::internal::LookupIterator::FetchValue() const
      9    0.2%    0.2%  v8::internal::LChunk::MarkEmptyBlocks()
      9    0.2%    0.2%  v8::internal::Heap::CopyJSObject(v8::internal::JSObject*, v8::internal::AllocationSite*)
      8    0.1%    0.2%  void v8::internal::JSFunction::BodyDescriptorImpl<(v8::internal::JSFunction::BodyVisitingPolicy)1>::IterateBody<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*, int)
      8    0.1%    0.2%  v8::internal::TransitionArray::Search(v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes, int*)
      8    0.1%    0.2%  v8::internal::RelocIterator::next()
      8    0.1%    0.2%  v8::internal::NameDictionaryBase<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::FindEntry(v8::internal::Handle<v8::internal::Name>)
      8    0.1%    0.2%  v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
      8    0.1%    0.2%  v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      8    0.1%    0.2%  v8::internal::FlexibleBodyVisitor<v8::internal::StaticScavengeVisitor<(v8::internal::PromotionMode)1>, v8::internal::JSFunction::BodyDescriptorImpl<(v8::internal::JSFunction::BodyVisitingPolicy)0>, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      8    0.1%    0.2%  v8::internal::AstNumberingVisitor::VisitNoStackOverflowCheck(v8::internal::AstNode*)
      8    0.1%    0.2%  v8::internal::ArrayBufferTracker::ProcessBuffers(v8::internal::Page*, v8::internal::ArrayBufferTracker::ProcessingMode)
      8    0.1%    0.2%  node::crypto::Hmac::New(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.2%  node::crypto::Hmac::HmacUpdate(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.2%  node::Buffer::Copy(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.2%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      8    0.1%    0.2%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::PromotionMode)0, (v8::internal::LoggingAndProfiling)0>::PromoteObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::PromotionMode)0, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      7    0.1%    0.1%  void v8::internal::Heap::UpdateAllocationSite<(v8::internal::Heap::UpdateAllocationSiteMode)0>(v8::internal::HeapObject*, v8::base::TemplateHashMapImpl<v8::base::DefaultAllocationPolicy>*)
      7    0.1%    0.1%  v8::internal::ParserBase<v8::internal::Parser>::ParseAssignmentExpression(bool, v8::internal::ExpressionClassifier<v8::internal::ParserBaseTraits<v8::internal::Parser> >*, bool*)
      7    0.1%    0.1%  v8::internal::Object::GetMethod(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>)
      7    0.1%    0.1%  v8::internal::JSObjectWalkVisitor<v8::internal::AllocationSiteUsageContext>::StructureWalk(v8::internal::Handle<v8::internal::JSObject>)
      7    0.1%    0.1%  v8::internal::InnerPointerToCodeCache::GcSafeFindCodeForInnerPointer(unsigned char*)
      7    0.1%    0.1%  v8::internal::AstValueFactory::GetString(unsigned int, bool, v8::internal::Vector<unsigned char const>)
      7    0.1%    0.1%  v8::internal::AstTyper::NarrowType(v8::internal::Expression*, v8::internal::Bounds)
      7    0.1%    0.1%  node::ContextifyScript::RunInThisContext(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.1%    0.1%  void v8::internal::LookupIterator::Start<true>()
      6    0.1%    0.1%  v8::internal::String::IsOneByteEqualTo(v8::internal::Vector<unsigned char const>)
      6    0.1%    0.1%  v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
      6    0.1%    0.1%  v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<false>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
      6    0.1%    0.1%  v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      6    0.1%    0.1%  v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::IteratingStringHasher>(v8::internal::IteratingStringHasher*, v8::internal::String*, int)
      6    0.1%    0.1%  v8::internal::CodeStub::FindCodeInCache(v8::internal::Code**)
      6    0.1%    0.1%  v8::internal::AstValueFactory::GetOneByteStringInternal(v8::internal::Vector<unsigned char const>)
      6    0.1%    0.1%  v8::internal::(anonymous namespace)::EncodeInt(v8::internal::ZoneVector<unsigned char>&, int)
      6    0.1%    0.1%  node::Binding(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.1%    0.1%  v8::internal::StringTable::LookupKey(v8::internal::Isolate*, v8::internal::HashTableKey*)
      5    0.1%    0.1%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::EvacuateFixedArray(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      5    0.1%    0.1%  v8::internal::Scanner::ScanIdentifierOrKeyword()
      5    0.1%    0.1%  v8::internal::Scanner::Scan()
      5    0.1%    0.1%  v8::internal::Runtime_InstanceOf(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.1%  v8::internal::Runtime_ClassOf(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.1%  v8::internal::PrototypeIterator::Advance()
      5    0.1%    0.1%  v8::internal::LCodeGenBase::GenerateBody()
      5    0.1%    0.1%  v8::internal::Heap::DoScavenge(v8::internal::ObjectVisitor*, unsigned char*, v8::internal::PromotionMode)
      5    0.1%    0.1%  v8::internal::Heap::AllocateFixedArray(int, v8::internal::PretenureFlag)
      5    0.1%    0.1%  v8::internal::FunctionCallbackArguments::Call(void (*)(v8::FunctionCallbackInfo<v8::Value> const&))
      5    0.1%    0.1%  v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
      5    0.1%    0.1%  v8::internal::ConsStringIterator::Search(int*)
      5    0.1%    0.1%  v8::internal::ConsStringIterator::NextLeaf(bool*)
      5    0.1%    0.1%  _uv__io_poll
      4    0.1%    0.1%  void v8::internal::RelocInfo::Visit<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*)
      4    0.1%    0.1%  v8::internal::ThreadId::GetCurrentThreadId()
      4    0.1%    0.1%  v8::internal::Scope::LookupRecursive(v8::internal::VariableProxy*, v8::internal::Scope::BindingKind*, v8::internal::AstNodeFactory*, v8::internal::Scope*)
      4    0.1%    0.1%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::EvacuateJSFunction(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      4    0.1%    0.1%  v8::internal::Scavenger::ScavengeObjectSlow(v8::internal::HeapObject**, v8::internal::HeapObject*)
      4    0.1%    0.1%  v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
